skills,cgpa,career
"software design, oop, data structures, debugging, algorithms, git",9.24,Software Developer
"responsive design, problem solving, ui design, javascript, accessibility, web performance, html, typescript, redux, react, debugging, css",8.4,Frontend Developer
"algorithms, problem solving, software design, testing, java, debugging",8.23,Software Developer
"excel, python, responsive design, tableau, power bi, data cleaning, typescript, reporting, pandas, data visualization",9.63,Data Analyst
"terraform, linux, machine learning, kubernetes, sql, ci/cd, azure, aws",8.88,Cloud Engineer
"sql, hypothesis testing, scikit-learn, pandas, machine learning, python, feature engineering, statistics, numpy, data visualization",6.15,Data Scientist
"risk assessment, linux, networking, cryptography, incident response, firewalls, penetration testing",8.3,Cyber Security Analyst
"data cleaning, reporting, sql, pandas, python, power bi, excel",7.91,Data Analyst
"algorithms, java, data structures, testing, python, software design, problem solving, git, debugging",8.31,Software Developer
"ui design, redux, typescript, javascript, ethical hacking, web performance, css, html, risk assessment, responsive design",9.72,Frontend Developer
"networking, azure, ci/cd, docker, kubernetes, devops",6.11,Cloud Engineer
"data visualization, reporting, sql, power bi, pandas, data cleaning, excel, python, statistics",6.55,Data Analyst
"excel, python, data cleaning, docker, pandas, tableau, power bi",8.97,Data Analyst
"pandas, tableau, reporting, data cleaning, statistics, power bi, excel, sql, data visualization, python",6.52,Data Analyst
"problem solving, debugging, software design, testing, networking, oop, java, git",9.28,Software Developer
"api development, authentication, django, tensorflow, flask, java, nlp, sql, system design, databases, python, node.js",7.32,Backend Developer
"node.js, system design, python, flask, java, sql, api development",7.94,Backend Developer
"software design, java, python, flask, system design, sql, problem solving, django, api development",9.23,Backend Developer
"data visualization, statistics, python, power bi, tableau, excel, data cleaning, sql, pandas",6.36,Data Analyst
"software design, testing, debugging, git, data structures, algorithms, problem solving, oop",6.65,Software Developer
"python, sql, authentication, api development, system design, flask, django, databases, node.js",8.62,Backend Developer
"javascript, web performance, css, ui design, accessibility, typescript, react, responsive design",7.94,Frontend Developer
"accessibility, react, web performance, javascript, ui design, deep learning, css, responsive design",6.49,Frontend Developer
"excel, python, sql, data visualization, data cleaning, power bi, tableau, statistics, pandas",6.75,Data Analyst
"software design, aws, debugging, ci/cd, algorithms, testing, data structures, java, oop",6.17,Software Developer
"devops, azure, terraform, networking, kubernetes, monitoring, linux, ci/cd, aws, docker",6.87,Cloud Engineer
"machine learning, incident response, siem, networking, security, cryptography, penetration testing, linux, ethical hacking, deep learning, firewalls",7.9,Cyber Security Analyst
"pandas, authentication, system design, flask, python, api development, databases, sql, node.js, django",9.54,Backend Developer
"system design, cryptography, sql, python, authentication, flask, databases, django",8.54,Backend Developer
"numpy, hypothesis testing, feature engineering, statistics, python, machine learning, sql",9.02,Data Scientist
"debugging, python, algorithms, testing, git, oop, problem solving",7.46,Software Developer
"data visualization, reporting, data cleaning, databases, tableau, sql, power bi",8.59,Data Analyst
"statistics, data visualization, excel, python, power bi, sql, reporting, data cleaning",9.35,Data Analyst
"aws, kubernetes, ci/cd, monitoring, linux, terraform, azure, networking, devops",8.21,Cloud Engineer
"java, data structures, css, debugging, oop, algorithms, javascript, python, git, testing, problem solving, software design",9.22,Software Developer
"software design, algorithms, data structures, oop, testing, debugging, java, problem solving, git",6.89,Software Developer
"mathematics, tensorflow, deep learning, nlp, pytorch, computer vision, data preprocessing, neural networks, machine learning, python",9.77,AI Engineer
"machine learning, python, sql, data visualization, numpy, feature engineering, scikit-learn, statistics",9.73,Data Scientist
"accessibility, nlp, machine learning, pytorch, python, neural networks, deep learning, data preprocessing, mathematics",7.94,AI Engineer
"data preprocessing, deep learning, nlp, python, computer vision, mathematics, machine learning",7.63,AI Engineer
"scikit-learn, python, data visualization, pandas, feature engineering, statistics, machine learning",9.28,Data Scientist
"azure, aws, kubernetes, terraform, devops, monitoring, docker, linux, networking",9.02,Cloud Engineer
"web performance, ui design, html, typescript, css, accessibility, redux",8.86,Frontend Developer
"web performance, responsive design, javascript, html, react, css, ui design",7.26,Frontend Developer
"python, oop, problem solving, debugging, software design, testing, data structures, java",8.63,Software Developer
"redux, html, web performance, typescript, css, javascript, react, responsive design, accessibility",7.45,Frontend Developer
"ci/cd, terraform, kubernetes, azure, monitoring, devops, docker, linux, aws, networking",9.03,Cloud Engineer
"python, flask, system design, api development, authentication, node.js, django, sql, databases, java",7.55,Backend Developer
"python, pandas, statistics, numpy, data visualization, machine learning",9.36,Data Scientist
"flask, java, api development, databases, system design, django",9.3,Backend Developer
"tableau, statistics, incident response, pandas, data visualization, reporting, security, sql, python, power bi",6.43,Data Analyst
"statistics, tableau, pandas, python, data cleaning, data visualization, excel, sql, power bi",8.63,Data Analyst
"firewalls, networking, penetration testing, linux, risk assessment, cryptography",6.82,Cyber Security Analyst
"siem, risk assessment, incident response, penetration testing, firewalls, linux, networking",9.36,Cyber Security Analyst
"statistics, sql, feature engineering, data visualization, python, hypothesis testing, pandas, scikit-learn, numpy",9.8,Data Scientist
"data visualization, ethical hacking, risk assessment, siem, incident response, sql, firewalls, linux",9.12,Cyber Security Analyst
"data cleaning, power bi, python, statistics, data visualization, excel, hypothesis testing, reporting, pandas, tableau, sql",7.05,Data Analyst
"mathematics, python, neural networks, deep learning, machine learning, computer vision, pytorch, nlp",6.73,AI Engineer
"terraform, ci/cd, docker, networking, kubernetes, monitoring, devops, linux, azure",7.9,Cloud Engineer
"siem, python, django, sql, networking, api development, authentication, node.js",8.15,Backend Developer
"debugging, testing, oop, software design, api development, problem solving, algorithms",8.31,Software Developer
"sql, reporting, data visualization, pandas, power bi, python, data cleaning, excel",7.03,Data Analyst
"reporting, computer vision, data visualization, power bi, data cleaning, tableau, sql",9.03,Data Analyst
"html, typescript, react, responsive design, css, accessibility, ui design, javascript, redux, web performance",7.11,Frontend Developer
"system design, python, node.js, flask, api development, authentication, databases, django, java, sql",9.7,Backend Developer
"java, hypothesis testing, git, python, data structures, debugging, software design, problem solving, oop, algorithms, testing",6.21,Software Developer
"ethical hacking, incident response, networking, siem, penetration testing, security, linux",8.84,Cyber Security Analyst
"ethical hacking, risk assessment, linux, cryptography, firewalls, security, machine learning, penetration testing",8.4,Cyber Security Analyst
"hypothesis testing, machine learning, feature engineering, sql, data visualization, python",7.0,Data Scientist
"pandas, numpy, statistics, python, machine learning, scikit-learn, hypothesis testing, feature engineering, sql, data visualization",9.63,Data Scientist
"firewalls, security, networking, linux, incident response, cryptography, ethical hacking, penetration testing, django, databases",9.7,Cyber Security Analyst
"numpy, sql, django, databases, authentication, java, flask, python, node.js",8.36,Backend Developer
"ui design, redux, responsive design, css, web performance, typescript, react",6.52,Frontend Developer
"java, oop, problem solving, algorithms, testing, data structures",8.63,Software Developer
"python, flask, node.js, sql, authentication, django, api development",6.43,Backend Developer
"java, software design, debugging, testing, oop, data structures, python, problem solving, algorithms",9.05,Software Developer
"python, api development, flask, authentication, system design, databases, node.js, django, sql, aws",6.79,Backend Developer
"web performance, responsive design, css, redux, react, html",7.63,Frontend Developer
"pandas, power bi, data visualization, excel, data cleaning, reporting, tableau, python, sql, statistics",8.82,Data Analyst
"cryptography, incident response, firewalls, penetration testing, networking, risk assessment, linux, security, ethical hacking",8.75,Cyber Security Analyst
"networking, docker, terraform, kubernetes, ci/cd, monitoring, devops, azure, linux, aws",7.33,Cloud Engineer
"data visualization, python, reporting, power bi, tableau, excel, oop, statistics, pandas, data cleaning",7.08,Data Analyst
"html, javascript, web performance, ui design, accessibility, redux, typescript, react, css, django",9.01,Frontend Developer
"firewalls, ethical hacking, siem, networking, incident response, cryptography, penetration testing, security, risk assessment, linux",8.32,Cyber Security Analyst
"django, pandas, python, system design, node.js, authentication, sql",8.64,Backend Developer
"authentication, node.js, api development, databases, flask, java, system design, python",8.66,Backend Developer
"pandas, sql, tableau, data cleaning, excel, data visualization, reporting, python, power bi",7.55,Data Analyst
"monitoring, tableau, devops, linux, aws, kubernetes, terraform, reporting",7.02,Cloud Engineer
"react, redux, html, accessibility, ui design, responsive design, typescript, javascript, web performance, css",6.94,Frontend Developer
"data visualization, feature engineering, statistics, machine learning, pandas, scikit-learn, numpy, sql, hypothesis testing",6.81,Data Scientist
"authentication, java, api development, flask, databases, node.js, system design",9.38,Backend Developer
"terraform, aws, devops, networking, docker, linux",7.8,Cloud Engineer
"javascript, web performance, typescript, css, react, html, redux, ui design, accessibility",7.82,Frontend Developer
"incident response, linux, ethical hacking, firewalls, penetration testing, siem, networking, security, cryptography, risk assessment",9.82,Cyber Security Analyst
"debugging, oop, testing, system design, algorithms, python, problem solving, data structures, git, software design, authentication",9.54,Software Developer
"sql, reporting, statistics, data visualization, pandas, data cleaning, power bi, python",8.36,Data Analyst
"networking, monitoring, linux, terraform, kubernetes, azure",7.19,Cloud Engineer
"sql, data visualization, scikit-learn, machine learning, feature engineering, system design, hypothesis testing, numpy, pandas, statistics",8.22,Data Scientist
"django, system design, sql, python, java, authentication",9.27,Backend Developer
"git, algorithms, security, debugging, data structures, testing, problem solving",7.2,Software Developer
"typescript, css, responsive design, javascript, web performance, html, react, redux",8.94,Frontend Developer
"css, web performance, react, html, typescript, redux, accessibility, ui design, javascript, responsive design",8.49,Frontend Developer
"accessibility, html, ui design, web performance, css, typescript, javascript, redux",7.28,Frontend Developer
"algorithms, software design, git, debugging, problem solving, python",7.7,Software Developer
"terraform, monitoring, linux, devops, kubernetes, docker",9.55,Cloud Engineer
"data visualization, python, tableau, reporting, statistics, sql, pandas, excel",7.67,Data Analyst
"ci/cd, monitoring, terraform, docker, aws, devops, kubernetes, networking",9.25,Cloud Engineer
"incident response, risk assessment, networking, linux, ethical hacking, penetration testing, firewalls, siem, security, cryptography",7.15,Cyber Security Analyst
"data visualization, data preprocessing, pytorch, computer vision, mathematics, scikit-learn, python, deep learning, tensorflow, machine learning",8.95,AI Engineer
"django, sql, java, databases, authentication, system design, api development, flask",9.57,Backend Developer
"ci/cd, kubernetes, azure, docker, terraform, monitoring, networking",8.97,Cloud Engineer
"networking, siem, risk assessment, firewalls, linux, penetration testing, security, ethical hacking",7.41,Cyber Security Analyst
"reporting, git, excel, data structures, python, java, testing, debugging, problem solving",7.11,Software Developer
"pytorch, python, deep learning, computer vision, neural networks, tensorflow, data preprocessing, machine learning, nlp, mathematics",9.1,AI Engineer
"power bi, tableau, pandas, python, statistics, excel",8.96,Data Analyst
"python, statistics, pandas, scikit-learn, data visualization, feature engineering",6.86,Data Scientist
"linux, networking, siem, risk assessment, ethical hacking, penetration testing, security, firewalls, cryptography",6.16,Cyber Security Analyst
"incident response, risk assessment, ethical hacking, siem, terraform, penetration testing, linux, cryptography",7.23,Cyber Security Analyst
"python, tensorflow, neural networks, computer vision, machine learning, data preprocessing, pytorch, nlp",6.08,AI Engineer
"python, pytorch, data preprocessing, mathematics, tensorflow, java, deep learning, nlp, computer vision, oop",6.87,AI Engineer
"software design, algorithms, problem solving, java, git, testing, debugging",6.56,Software Developer
"sql, machine learning, hypothesis testing, data visualization, feature engineering, statistics, pandas, scikit-learn, numpy, python",7.11,Data Scientist
"python, data visualization, pandas, scikit-learn, sql, hypothesis testing, statistics, feature engineering",7.58,Data Scientist
"numpy, machine learning, feature engineering, hypothesis testing, html, scikit-learn, data visualization, pandas",9.52,Data Scientist
"tableau, statistics, pandas, data visualization, power bi, excel, sql",6.08,Data Analyst
"sql, scikit-learn, data visualization, hypothesis testing, pandas, python, statistics, machine learning",9.62,Data Scientist
"siem, incident response, firewalls, ethical hacking, cryptography, nlp, risk assessment",6.32,Cyber Security Analyst
"feature engineering, sql, tensorflow, machine learning, statistics, numpy, pandas, data visualization, python, hypothesis testing, scikit-learn",9.0,Data Scientist
"python, deep learning, tensorflow, nlp, data preprocessing, pytorch, machine learning",9.32,AI Engineer
"terraform, aws, kubernetes, monitoring, devops, ci/cd, docker, linux, azure, networking",9.31,Cloud Engineer
"hypothesis testing, numpy, python, sql, machine learning, data visualization, pandas",7.76,Data Scientist
"feature engineering, data visualization, statistics, python, pandas, machine learning",6.11,Data Scientist
"data visualization, machine learning, pandas, numpy, statistics, feature engineering, scikit-learn, hypothesis testing, python, sql",7.58,Data Scientist
"oop, git, software design, data structures, algorithms, problem solving, debugging, java, testing",8.66,Software Developer
"html, css, web performance, typescript, ui design, responsive design, accessibility, javascript, redux",7.99,Frontend Developer
"data preprocessing, deep learning, mathematics, machine learning, tensorflow, nlp",8.38,AI Engineer
"cryptography, networking, risk assessment, ethical hacking, security, linux, excel, siem",6.06,Cyber Security Analyst
"python, oop, sql, software design, java, debugging, git",9.17,Software Developer
"cryptography, incident response, risk assessment, penetration testing, linux, ethical hacking",7.15,Cyber Security Analyst
"data preprocessing, pytorch, mathematics, computer vision, python, nlp, neural networks, css, machine learning, deep learning, tensorflow, react",7.78,AI Engineer
"pandas, scikit-learn, sql, incident response, feature engineering, numpy, machine learning",9.23,Data Scientist
"reporting, data visualization, tableau, excel, data cleaning, statistics, python, power bi, sql",7.98,Data Analyst
"testing, problem solving, data structures, software design, git, algorithms, java",7.33,Software Developer
"kubernetes, terraform, ci/cd, networking, docker, linux, devops, aws, monitoring",6.74,Cloud Engineer
"python, api development, django, databases, system design, node.js",8.04,Backend Developer
"html, javascript, responsive design, react, css, git, redux",6.96,Frontend Developer
"monitoring, aws, linux, ci/cd, terraform, docker, kubernetes, azure, networking",9.74,Cloud Engineer
"neural networks, machine learning, pytorch, mathematics, data preprocessing, deep learning, tensorflow, penetration testing, nlp, python, incident response",6.92,AI Engineer
"django, system design, databases, sql, java, python",7.11,Backend Developer
"debugging, python, testing, git, data structures, algorithms, java, software design, problem solving, oop",6.91,Software Developer
"data structures, problem solving, python, git, oop, java",8.97,Software Developer
"numpy, hypothesis testing, neural networks, pandas, python, feature engineering, data visualization, statistics, scikit-learn, machine learning",6.19,Data Scientist
"python, scikit-learn, pandas, monitoring, statistics, azure, data visualization, feature engineering, machine learning",7.45,Data Scientist
"networking, risk assessment, linux, incident response, security, firewalls, siem, cryptography, ethical hacking, penetration testing",7.13,Cyber Security Analyst
"scikit-learn, sql, machine learning, hypothesis testing, docker, numpy, data visualization, linux, pandas, python, feature engineering, statistics",9.25,Data Scientist
"testing, git, problem solving, python, algorithms, debugging, software design, oop, java, data structures",7.53,Software Developer
"data structures, testing, problem solving, software design, git, python, java",9.04,Software Developer
"reporting, data visualization, excel, data cleaning, statistics, sql, power bi, tableau",6.97,Data Analyst
"pandas, excel, sql, python, data cleaning, statistics, data visualization",6.24,Data Analyst
"tensorflow, python, statistics, excel, tableau, reporting, data visualization, data cleaning, pandas, deep learning, sql",7.86,Data Analyst
"pytorch, deep learning, python, mathematics, computer vision, tensorflow, neural networks, machine learning, nlp",6.58,AI Engineer
"statistics, python, java, reporting, tableau, data visualization, power bi, excel",8.68,Data Analyst
"ui design, redux, html, css, react, web performance, accessibility",6.93,Frontend Developer
"linux, aws, devops, kubernetes, terraform, networking, ci/cd, data structures, docker, azure, monitoring",8.94,Cloud Engineer
"python, data visualization, numpy, machine learning, sql, statistics, scikit-learn, feature engineering, web performance, pandas",9.49,Data Scientist
"risk assessment, networking, firewalls, incident response, cryptography, penetration testing, siem, ethical hacking, linux, security",7.76,Cyber Security Analyst
"machine learning, responsive design, computer vision, neural networks, nlp, deep learning, pytorch, mathematics",9.7,AI Engineer
"redux, css, accessibility, html, ui design, javascript",8.39,Frontend Developer
"data cleaning, python, reporting, power bi, tableau, pandas",6.82,Data Analyst
"kubernetes, node.js, databases, authentication, system design, java, docker, sql, django, python",8.54,Backend Developer
"linux, docker, monitoring, terraform, ci/cd, devops, azure, networking",7.34,Cloud Engineer
"git, testing, java, algorithms, oop, python, node.js, software design",6.71,Software Developer
"sql, pandas, data visualization, statistics, machine learning, numpy",7.32,Data Scientist
"incident response, risk assessment, siem, penetration testing, networking, cryptography, linux, ethical hacking",8.15,Cyber Security Analyst
"excel, statistics, data cleaning, data visualization, power bi, sql, python, tableau, reporting",9.65,Data Analyst
"software design, testing, python, debugging, algorithms, linux, ci/cd, oop",6.03,Software Developer
"monitoring, aws, terraform, linux, devops, kubernetes, ci/cd, azure, networking",7.2,Cloud Engineer
"scikit-learn, firewalls, statistics, numpy, machine learning, data visualization, sql, penetration testing, feature engineering, python",7.28,Data Scientist
"machine learning, nlp, tensorflow, pytorch, neural networks, mathematics, python",6.43,AI Engineer
"mathematics, data preprocessing, machine learning, scikit-learn, neural networks, deep learning, computer vision, python, nlp",7.93,AI Engineer
"penetration testing, incident response, firewalls, linux, siem, security",9.59,Cyber Security Analyst
"data visualization, python, excel, ethical hacking, tableau, statistics, sql, data cleaning, pandas, incident response",7.79,Data Analyst
"computer vision, neural networks, software design, java, git, problem solving, python, data structures, testing",6.26,Software Developer
"tableau, authentication, data cleaning, power bi, api development, sql, pandas, data visualization",9.36,Data Analyst
"data visualization, tableau, pandas, excel, sql, data cleaning, neural networks, power bi, computer vision",8.91,Data Analyst
"debugging, git, problem solving, oop, java, software design, testing, data structures, algorithms",8.27,Software Developer
"debugging, software design, algorithms, testing, git, risk assessment, oop, java, problem solving",8.48,Software Developer
"node.js, sql, api development, django, authentication, system design, flask, java, databases",9.12,Backend Developer
"pytorch, computer vision, deep learning, tensorflow, mathematics, machine learning, python, data preprocessing, nlp",7.67,AI Engineer
"debugging, problem solving, testing, python, java, algorithms, software design",7.45,Software Developer
"system design, python, api development, django, sql, flask, authentication, java, databases",7.51,Backend Developer
"networking, risk assessment, security, cryptography, penetration testing, siem, incident response, firewalls",7.25,Cyber Security Analyst
"react, tableau, html, responsive design, web performance, redux, typescript, sql",7.11,Frontend Developer
"statistics, hypothesis testing, scikit-learn, python, data visualization, numpy, machine learning, feature engineering",9.26,Data Scientist
"kubernetes, terraform, devops, linux, aws, ci/cd, networking, azure, monitoring, docker",7.31,Cloud Engineer
"responsive design, redux, html, debugging, web performance, accessibility, javascript, typescript, ui design",9.11,Frontend Developer
"kubernetes, ci/cd, networking, linux, devops, monitoring, azure, terraform, docker, aws",8.76,Cloud Engineer
"pytorch, authentication, computer vision, tensorflow, mathematics, python, data preprocessing, machine learning, deep learning, neural networks, nlp",9.77,AI Engineer
"data visualization, reporting, sql, tableau, data cleaning, statistics, power bi, pandas",8.98,Data Analyst
"python, statistics, data visualization, sql, pandas, scikit-learn, hypothesis testing",8.22,Data Scientist
"git, testing, data structures, algorithms, oop, problem solving, debugging, software design",6.88,Software Developer
"risk assessment, networking, linux, siem, firewalls, penetration testing, cryptography, security",7.69,Cyber Security Analyst
"pandas, power bi, data visualization, sql, python, excel, data cleaning, statistics",9.4,Data Analyst
"machine learning, neural networks, computer vision, data preprocessing, tensorflow, deep learning",9.51,AI Engineer
"sql, python, reporting, statistics, pandas, excel, data cleaning, tableau, power bi",8.21,Data Analyst
"java, django, sql, linux, databases, flask, authentication, api development, system design, security",9.25,Backend Developer
"security, ui design, networking, siem, risk assessment, firewalls, incident response",8.34,Cyber Security Analyst
"incident response, siem, algorithms, linux, firewalls, risk assessment, python, networking, penetration testing, cryptography, security, ethical hacking",7.26,Cyber Security Analyst
"java, python, oop, data cleaning, data structures, testing, debugging, software design",7.24,Software Developer
"data visualization, tableau, pandas, data cleaning, sql, statistics, excel, python",7.82,Data Analyst
"feature engineering, hypothesis testing, scikit-learn, sql, numpy, data visualization, machine learning",7.5,Data Scientist
"accessibility, typescript, ui design, css, javascript, react, tableau, responsive design, web performance",8.5,Frontend Developer
"machine learning, python, pandas, numpy, statistics, feature engineering, sql, data visualization",9.74,Data Scientist
"linux, ci/cd, devops, problem solving, azure, networking, docker, kubernetes, terraform, monitoring",8.12,Cloud Engineer
"react, redux, ui design, web performance, typescript, accessibility, html, css, javascript, responsive design",8.06,Frontend Developer
"ethical hacking, siem, linux, networking, firewalls, cryptography, security, risk assessment, penetration testing",8.23,Cyber Security Analyst
"firewalls, security, penetration testing, linux, cryptography, incident response, siem",6.8,Cyber Security Analyst
"linux, azure, ci/cd, monitoring, networking, terraform, kubernetes, docker",7.81,Cloud Engineer
"typescript, web performance, responsive design, redux, html, css, ui design, accessibility",6.46,Frontend Developer
"devops, kubernetes, linux, docker, azure, monitoring, terraform, networking",7.03,Cloud Engineer
"flask, sql, monitoring, django, ci/cd, java, authentication, databases",8.16,Backend Developer
"statistics, pandas, machine learning, hypothesis testing, sql, data visualization, scikit-learn, feature engineering, python, numpy",8.41,Data Scientist
"software design, algorithms, problem solving, git, data structures, oop, debugging, testing, java, python",6.42,Software Developer
"nlp, computer vision, neural networks, mathematics, pytorch, tensorflow",8.83,AI Engineer
"debugging, git, java, python, testing, problem solving",9.84,Software Developer
"databases, api development, sql, data structures, flask, django, python, authentication",9.63,Backend Developer
"debugging, software design, problem solving, java, algorithms, oop",8.2,Software Developer
"algorithms, oop, data structures, python, java, problem solving, testing",6.39,Software Developer
"pandas, data cleaning, sql, python, tableau, power bi, reporting, data visualization, statistics",9.49,Data Analyst
"data cleaning, statistics, sql, data visualization, python, power bi, tableau, pandas",7.25,Data Analyst
"monitoring, devops, linux, aws, networking, ci/cd",6.59,Cloud Engineer
"javascript, typescript, web performance, accessibility, responsive design, css, redux",6.7,Frontend Developer
"ethical hacking, penetration testing, siem, risk assessment, networking, incident response, cryptography, firewalls",9.56,Cyber Security Analyst
"api development, databases, python, java, authentication, sql",9.04,Backend Developer
"incident response, siem, risk assessment, security, firewalls, networking, ethical hacking, linux, penetration testing, cryptography",8.25,Cyber Security Analyst
"pandas, data visualization, python, statistics, scikit-learn, machine learning, feature engineering, hypothesis testing",9.55,Data Scientist
"ci/cd, linux, azure, monitoring, devops, aws, networking, docker, kubernetes, terraform",8.15,Cloud Engineer
"data structures, git, oop, software design, testing, problem solving, debugging, machine learning, java, algorithms",8.3,Software Developer
"pytorch, neural networks, computer vision, testing, python, machine learning, tensorflow",9.42,AI Engineer
"css, accessibility, responsive design, typescript, web performance, ui design, html",7.11,Frontend Developer
"flask, authentication, sql, system design, databases, api development, node.js, python, django",9.66,Backend Developer
"kubernetes, azure, linux, terraform, ci/cd, monitoring",6.14,Cloud Engineer
"responsive design, web performance, css, ui design, accessibility, javascript, react, html, typescript",6.18,Frontend Developer
"tensorflow, neural networks, python, machine learning, computer vision, pytorch, deep learning, data preprocessing, mathematics",9.7,AI Engineer
"scikit-learn, python, data visualization, machine learning, pandas, hypothesis testing, sql, feature engineering, statistics",8.49,Data Scientist
"monitoring, aws, devops, azure, ci/cd, docker, networking, terraform, linux, power bi, kubernetes",7.31,Cloud Engineer
"django, system design, node.js, java, flask, python",8.1,Backend Developer
"pandas, feature engineering, python, statistics, numpy, sql, oop, machine learning",6.96,Data Scientist
"sql, data visualization, hypothesis testing, python, scikit-learn, pandas, deep learning, statistics, numpy",6.57,Data Scientist
"python, authentication, sql, java, api development, system design, flask, django",9.08,Backend Developer
"tensorflow, nlp, python, computer vision, neural networks, machine learning, pytorch, deep learning, data preprocessing, mathematics",9.59,AI Engineer
"software design, java, oop, git, algorithms, python, problem solving, testing, data structures, debugging",7.23,Software Developer
"cryptography, firewalls, incident response, siem, security, risk assessment, networking, ethical hacking",8.73,Cyber Security Analyst
"node.js, authentication, django, databases, java, api development",7.82,Backend Developer
"git, software design, oop, debugging, data structures, algorithms, problem solving",9.5,Software Developer
"api development, tensorflow, databases, system design, python, sql, java, django, authentication, flask, node.js",7.8,Backend Developer
"computer vision, pytorch, tensorflow, machine learning, neural networks, nlp",8.51,AI Engineer
"networking, oop, git, incident response, siem, penetration testing, cryptography, linux",8.57,Cyber Security Analyst
"python, debugging, docker, data structures, algorithms, oop, java, testing, problem solving",6.23,Software Developer
"numpy, machine learning, scikit-learn, hypothesis testing, pandas, data visualization, sql, pytorch, feature engineering, statistics, data preprocessing, python",6.32,Data Scientist
"data cleaning, data visualization, excel, power bi, tableau, sql, python",7.3,Data Analyst
"monitoring, networking, devops, kubernetes, docker, ci/cd, azure, linux, aws, terraform",9.88,Cloud Engineer
"risk assessment, ethical hacking, penetration testing, firewalls, linux, cryptography",9.24,Cyber Security Analyst
"oop, algorithms, python, data structures, software design, testing, firewalls, problem solving, java, risk assessment",6.94,Software Developer
"react, html, responsive design, data cleaning, css, web performance, javascript",7.42,Frontend Developer
"data visualization, machine learning, python, hypothesis testing, numpy, feature engineering",8.5,Data Scientist
"pandas, numpy, python, scikit-learn, hypothesis testing, statistics",9.02,Data Scientist
"python, debugging, data structures, problem solving, testing, git, algorithms, java, software design, oop",7.27,Software Developer
"machine learning, computer vision, mathematics, tensorflow, python, pytorch, security, deep learning",6.62,AI Engineer
"deep learning, machine learning, neural networks, nlp, computer vision, tensorflow, mathematics",9.63,AI Engineer
"machine learning, data visualization, numpy, hypothesis testing, statistics, feature engineering, sql, scikit-learn",9.52,Data Scientist
"data visualization, python, pandas, sql, statistics, hypothesis testing, numpy, feature engineering",7.01,Data Scientist
"tableau, statistics, data cleaning, pandas, python, data visualization, authentication",6.63,Data Analyst
"tensorflow, python, deep learning, computer vision, pytorch, mathematics, machine learning, data preprocessing, neural networks, nlp",6.15,AI Engineer
"ci/cd, networking, docker, kubernetes, monitoring, devops, terraform, aws, azure, linux",7.85,Cloud Engineer
"linux, networking, aws, kubernetes, azure, ci/cd",8.66,Cloud Engineer
"ci/cd, devops, ethical hacking, aws, monitoring, networking, kubernetes, docker, terraform, linux",8.9,Cloud Engineer
"hypothesis testing, data visualization, numpy, python, scikit-learn, machine learning, pandas",7.08,Data Scientist
"data visualization, machine learning, statistics, pandas, hypothesis testing, python, scikit-learn, numpy, feature engineering, sql",6.7,Data Scientist
"html, web performance, accessibility, ui design, react, redux, css",8.0,Frontend Developer
"kubernetes, aws, ci/cd, linux, networking, monitoring, python, azure, devops, docker, terraform",8.91,Cloud Engineer
"ci/cd, networking, aws, docker, devops, kubernetes, terraform, linux, azure, monitoring",9.13,Cloud Engineer
"testing, data structures, devops, debugging, java, algorithms, problem solving, git, software design, ci/cd",6.61,Software Developer
"data visualization, hypothesis testing, pandas, python, machine learning, numpy, statistics",9.29,Data Scientist
"accessibility, redux, html, css, ui design, javascript, web performance, responsive design, typescript",7.09,Frontend Developer
"python, java, software design, problem solving, testing, git, debugging, algorithms",9.7,Software Developer
"responsive design, typescript, css, firewalls, ethical hacking, redux, web performance, react, ui design",8.28,Frontend Developer
"data visualization, data cleaning, tableau, sql, power bi, excel, reporting",7.88,Data Analyst
"data visualization, sql, power bi, excel, data cleaning, reporting, pandas, tableau",9.15,Data Analyst
"pytorch, machine learning, tensorflow, mathematics, python, nlp",6.5,AI Engineer
"nlp, pytorch, tensorflow, python, deep learning, data preprocessing, machine learning, computer vision",8.53,AI Engineer
"neural networks, nlp, computer vision, pytorch, mathematics, tensorflow, machine learning, python, deep learning, ethical hacking, data preprocessing",6.82,AI Engineer
"django, node.js, flask, sql, api development, java, authentication, system design, python",6.91,Backend Developer
"reporting, pandas, sql, data cleaning, statistics, excel, data visualization, power bi, python, tableau",7.32,Data Analyst
"testing, oop, software design, problem solving, data structures, debugging, git, python, algorithms",8.11,Software Developer
"deep learning, mathematics, python, nlp, data preprocessing, system design, pytorch",8.74,AI Engineer
"statistics, data visualization, machine learning, sql, python, feature engineering",7.39,Data Scientist
"python, sql, numpy, feature engineering, pandas, machine learning",8.31,Data Scientist
"git, azure, problem solving, oop, debugging, python, ci/cd, data structures, testing, java, software design",7.28,Software Developer
"computer vision, data preprocessing, pytorch, tensorflow, neural networks, python, machine learning, mathematics",7.33,AI Engineer
"computer vision, nlp, data preprocessing, tensorflow, deep learning, tableau, python, machine learning, mathematics, neural networks, pytorch",6.24,AI Engineer
"web performance, redux, html, accessibility, css, javascript, responsive design, typescript, react, ui design",7.82,Frontend Developer
"ci/cd, networking, risk assessment, penetration testing, ethical hacking, security, incident response, siem, linux, cryptography, firewalls",9.15,Cyber Security Analyst
